"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"5/1/2018","7/31/2018",90,"neighborhood",1,2316,"f","San Diego, CA - Rolando","San Diego","California","CA","All Residential",-1,582500,-0.016047297,0.114832536,559450,0.019034608,0.036018519,431.2299092,0.046127422,0.05838819,423.574856,0.015416993,-0.065044054,27,0.08,0,11,0.571428571,0.375,32,0.066666667,0.103448276,12,-0.142857143,0.090909091,NA,NA,NA,18,3.5,-4,0.98999251,-0.004847072,-0.001892905,0.296296296,-0.063703704,0,NA,NA,NA,0.363636364,-0.207792208,0.113636364,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2020","10/31/2020",90,"neighborhood",1,112930,"f","San Diego, CA - Mid-City","San Diego","California","CA","Condo/Co-op",3,305000,-0.011345219,0.097122302,309000,0.014778325,0.04040404,385.3701657,-0.030124591,0.014574545,387.91423,0.005313365,0.073888125,112,0.056603774,0.154639175,33,0.03125,0.222222222,113,-0.103174603,-0.00877193,43,0,-0.188679245,NA,NA,NA,13,-3,-8,1.004779646,-0.001487586,0.010061433,0.508928571,-0.000505391,0.127485272,NA,NA,NA,0.454545455,-0.139204545,0.047138047,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2015","10/31/2015",90,"neighborhood",1,2400,"f","San Diego, CA - Scripps Miramar Ranch","San Diego","California","CA","All Residential",-1,542250,-0.044914135,-0.103719008,565000,-0.017391304,-0.042129355,319.0963834,0.015178053,-0.008125622,322.3046207,-0.011160654,0.011287766,70,-0.054054054,-0.146341463,20,-0.130434783,-0.090909091,75,-0.096385542,-0.147727273,40,-0.024390244,-0.333333333,NA,NA,NA,18,-1,-13,0.972808815,0.000276509,-0.00564628,0.171428571,-0.044787645,0.03728223,NA,NA,NA,0.55,0.115217391,0.368181818,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2013","10/31/2013",90,"neighborhood",1,112184,"f","San Diego, CA - Jamacha","San Diego","California","CA","Single Family Residential",6,3e+05,-0.035369775,0.255230126,315000,0,0.068158698,230.742115,-0.09351312,-0.015769228,225.5400254,0.039632117,0.100850124,4,-0.2,-0.6,3,0,-0.25,11,0,0.222222222,6,0,0.5,NA,NA,NA,49.5,37.5,-10.5,1.044969211,0.038014112,0.033933817,0.25,-0.15,-0.25,NA,NA,NA,0.666666667,0.666666667,0.166666667,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2020","10/31/2020",90,"neighborhood",1,115942,"f","San Diego, CA - Ocean Crest","San Diego","California","CA","Condo/Co-op",3,497000,0.082788671,0.316556291,469000,0.009796534,0.27100271,283.6139032,0.029389553,-0.05603962,320.3567036,0.050867234,0.151200512,8,0.142857143,0,3,-0.25,-0.571428571,13,0.083333333,-0.133333333,5,0.666666667,-0.285714286,NA,NA,NA,12,4,-12,1.002412245,-0.005677236,-0.001176329,0.5,-0.071428571,0,NA,NA,NA,1,0.25,0.428571429,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2015","9/30/2015",90,"neighborhood",1,193244,"f","San Diego, CA - San Pasqual","San Diego","California","CA","All Residential",-1,962000,0.241290323,0.159036145,947000,-0.025720165,-0.373739378,268.7140115,-3.71e-05,0.015432502,310.9096092,0.01703416,0.045082679,5,0,0.666666667,NA,NA,NA,8,0.333333333,0,11,0.222222222,0.571428571,NA,NA,NA,122,29,78,0.941443167,0.005082023,-0.0472259,0,-0.2,-0.333333333,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2020","1/31/2021",90,"neighborhood",1,114536,"f","San Diego, CA - Old Town","San Diego","California","CA","Single Family Residential",6,9e+05,0,NA,799900,0.10338644,NA,418.6046512,0,NA,876.8070396,0.037090233,NA,1,0,NA,1,NA,NA,3,0.5,NA,2,0,NA,NA,NA,NA,15,0,NA,1.000111123,0,NA,1,0,NA,NA,NA,NA,0,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2012","4/30/2012",90,"neighborhood",1,113632,"f","San Diego, CA - Morena","San Diego","California","CA","All Residential",-1,235500,0.134939759,-0.127777778,293500,0,-0.107685759,198.1364201,0.033310738,-0.159335475,235.4857427,-0.00150714,-0.102836124,16,0,-0.157894737,4,-0.333333333,3,20,0.111111111,0,13,0.083333333,-0.551724138,NA,NA,NA,48.5,-29,-18.5,0.958856883,0.017814339,0.003959605,0.1875,0.0625,-0.023026316,NA,NA,NA,0.75,0.083333333,0.75,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2019","10/31/2019",90,"neighborhood",1,111107,"f","San Diego, CA - Fairmont Village","San Diego","California","CA","All Residential",-1,404000,-0.047169811,0.00622665,429999,0.211264789,-0.054739503,388.5135135,-0.188547725,0.05958231,462.6136364,0.117291427,-0.114057113,6,0,-0.25,3,0.5,2,13,1.166666667,0.181818182,8,1.666666667,0,NA,NA,NA,20.5,-5.5,1.5,0.941859271,-0.002937219,-0.062645487,0.333333333,0.166666667,-0.041666667,NA,NA,NA,0.333333333,-0.166666667,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2020","9/30/2020",90,"neighborhood",1,2090,"f","San Diego, CA - Paradise Hills","San Diego","California","CA","Single Family Residential",6,560000,0.037998146,0.131313131,549999,0.000180033,0.116749239,396.3708136,0.05584948,0.172581684,402.173913,0.029813753,0.176104749,30,0,0.304347826,5,-0.615384615,-0.615384615,33,-0.083333333,-0.131578947,6,0.2,-0.5,NA,NA,NA,6,-4,-3,1.00735797,0.008851318,0.003186645,0.7,0.166666667,0.047826087,NA,NA,NA,0.6,0.061538462,0.138461538,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2020","5/31/2020",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","All Residential",-1,855000,-0.05,-0.010130246,850000,0,0.012025241,417.9408767,0.027010271,0.019719572,433.2313965,0,0.000889637,9,0.285714286,-0.4375,5,4,-0.166666667,13,0.444444444,0,2,0,-0.333333333,NA,NA,NA,12.5,4,4.5,0.989123604,-0.009553342,-0.012003767,0.444444444,-0.126984127,0.069444444,NA,NA,NA,0.8,0.8,-0.033333333,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2022","8/31/2022",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","All Residential",-1,1385000,-0.076666667,0.112449799,1437447.5,-0.008585104,0.249954348,632.8219621,-0.169737586,0.070656882,593.869788,-0.012329966,0.063381512,8,-0.111111111,-0.555555556,2,0,0,10,0.111111111,-0.166666667,4,0,0.333333333,NA,NA,NA,17,10,9,0.985712645,-0.047110477,-0.108677264,0.375,-0.402777778,-0.458333333,NA,NA,NA,0.5,0.5,0,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2014","9/30/2014",90,"neighborhood",1,2655,"f","San Diego, CA - Sunset Cliffs","San Diego","California","CA","All Residential",-1,965500,-0.160434783,-0.224497992,1300000,0.130434783,0.06557377,558.4350208,-0.010914803,-0.006911363,627.3867976,0,0.187418438,12,-0.142857143,0.2,1,-0.75,-0.666666667,13,-0.315789474,0,11,-0.083333333,0.571428571,NA,NA,NA,21,-4,-7.5,0.946697704,-0.01213072,-0.018534674,0.25,0.178571429,0.05,NA,NA,NA,0,-0.5,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2020","10/31/2020",90,"neighborhood",1,496281,"f","San Diego, CA - Mira Mesa West","San Diego","California","CA","All Residential",-1,705000,-0.021512838,0.11023622,699000,0,0.101654846,549.0654206,-0.006904875,0.181139157,528.436019,-0.026457392,0.095483501,27,0.35,0.421052632,8,-0.333333333,0.333333333,33,0.1,0.833333333,7,1.333333333,0.75,NA,NA,NA,12,-2.5,0,1.0136613,0.006256495,0.017139295,0.62962963,0.07962963,0.208576998,NA,NA,NA,1,0.333333333,0.833333333,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2017","11/30/2017",90,"neighborhood",1,118068,"f","San Diego, CA - Marina","San Diego","California","CA","Townhouse",13,975000,0,1.321428571,NA,NA,NA,488.7218045,0,-0.144736842,NA,NA,NA,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,-9,0.976735917,0,-0.035312276,0.333333333,0,-0.666666667,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2013","2/28/2014",90,"neighborhood",1,761675,"f","San Diego, CA - Bunker Hill-Park West","San Diego","California","CA","Multi-Family (2-4 Unit)",4,830000,NA,0.372172993,NA,NA,NA,230.5555556,NA,0.027223949,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,86,NA,9,0.97762073,NA,0.002007827,0,NA,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2014","7/31/2014",90,"neighborhood",1,2417,"f","San Diego, CA - Serra Mesa","San Diego","California","CA","All Residential",-1,442500,0.038123167,0.029069767,449000,0.027459954,0.044428937,300.0923882,0.028167188,0.127985947,313.7369034,0.049354387,0.162771621,64,0,0.103448276,21,-0.045454545,0.5,77,-0.104651163,0.054794521,39,-0.152173913,0.392857143,NA,NA,NA,12,0,3.5,0.984466628,-0.000171696,-0.022123776,0.203125,0,-0.262392241,NA,NA,NA,0.380952381,-0.073593074,-0.119047619,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2020","1/31/2021",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","Townhouse",13,592000,0.029565217,0.066666667,599000,0,0.023931624,557.4387947,0.24090723,0.232359314,532.7868852,-0.055392868,0.16575592,1,0,-0.666666667,2,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,8,-4,-30,0.988313856,0.037900633,0.024431067,0,0,0,NA,NA,NA,1,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2019","3/31/2019",90,"neighborhood",1,2491,"f","San Diego, CA - Sorrento Valley","San Diego","California","CA","Single Family Residential",6,924500,0.024376731,-0.103732429,1010000,0,0.011011011,334.358047,0,-0.220910295,381.1217637,0.020680406,-0.12886454,3,-0.4,-0.625,1,NA,NA,4,1,-0.428571429,3,0.5,0,NA,NA,NA,89,0,54.5,0.967785433,0.006882234,-0.031839707,0,0,-0.375,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2016","7/31/2016",90,"neighborhood",1,2807,"f","San Diego, CA - University Heights","San Diego","California","CA","Multi-Family (2-4 Unit)",4,735000,0.461232604,0.061371841,629450,0.577568922,-0.486163265,303.7383178,-0.225691774,-0.218837955,403.2466656,0.513943622,NA,2,0,0,1,NA,NA,2,1,1,2,-0.333333333,-0.333333333,NA,NA,NA,45,29.5,11.5,0.976500499,-0.081285559,0.086170828,0.5,0,0,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2012","6/30/2012",90,"neighborhood",1,547558,"f","San Diego, CA - Rancho Penasquitos Town Center","San Diego","California","CA","Multi-Family (2-4 Unit)",4,477000,NA,0.116834465,NA,NA,NA,226.3882297,NA,-0.114854489,NA,NA,NA,1,NA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,81,0.955911824,NA,-0.015612974,0,NA,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2017","12/31/2017",90,"neighborhood",1,2667,"f","San Diego, CA - Swan Canyon","San Diego","California","CA","Multi-Family (2-4 Unit)",4,492500,0.242118537,NA,499000,0.160735055,NA,242.0059309,0,NA,199.9198718,-0.25266317,NA,4,1,NA,1,0,NA,3,-0.4,NA,1,-0.5,NA,NA,NA,NA,25,-0.5,NA,1.073302737,-0.011520081,NA,0.5,0,NA,NA,NA,NA,0,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2021","7/31/2021",90,"neighborhood",1,557504,"f","San Diego, CA - Quarry Falls","San Diego","California","CA","Townhouse",13,885000,-0.011173184,0.162179908,915075,8.2e-05,0.145275344,555.7475221,0.092866636,0.105656593,555.9473997,-0.028618377,0.115212755,12,-0.076923077,1.4,3,-0.25,-0.25,10,-0.230769231,-0.444444444,3,-0.5,-0.785714286,NA,NA,NA,23,-20,5,1.029732027,-0.013911532,0.04581348,0.833333333,-0.012820513,0.833333333,NA,NA,NA,0,-0.5,-0.25,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2017","9/30/2017",90,"neighborhood",1,547183,"f","San Diego, CA - Point Loma Peninsula","San Diego","California","CA","Condo/Co-op",3,463250,-0.044845361,0.052840909,455000,0.012348426,0.048387097,480.5105617,0.047599603,0.211186344,464.2857143,0.021417946,0.134071686,66,-0.095890411,0,23,-0.08,-0.08,67,-0.1625,-0.014705882,18,-0.4,-0.379310345,NA,NA,NA,15,-0.5,-7,0.992886974,0.007034032,0.014068787,0.348484848,0.047114985,0.181818182,NA,NA,NA,0.434782609,-0.205217391,0.234782609,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2016","6/30/2016",90,"neighborhood",1,1725,"f","San Diego, CA - Mission Beach","San Diego","California","CA","Condo/Co-op",3,1021890,-0.043872453,-0.243044444,1185000,-0.042810985,0.209183673,896.9091965,-0.081113917,-0.156281737,911.0138585,0,-0.028113043,14,-0.263157895,-0.066666667,4,0,0.333333333,13,-0.133333333,-0.277777778,17,-0.105263158,-0.055555556,NA,NA,NA,78.5,19.5,22.5,0.95472039,-0.0114683,-0.019240419,0.071428571,-0.033834586,-0.061904762,NA,NA,NA,0.5,0.25,-0.166666667,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2018","7/31/2018",90,"neighborhood",1,110554,"f","San Diego, CA - Chollas View","San Diego","California","CA","Multi-Family (2-4 Unit)",4,475750,0.044456641,NA,560000,0.077959577,NA,282.1337261,-0.060804241,NA,331.25,-0.010552521,NA,2,-0.5,NA,NA,NA,NA,3,0.5,NA,2,1,NA,NA,NA,NA,74.5,39.5,NA,0.993215031,-0.000368222,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2013","1/31/2014",90,"neighborhood",1,765984,"f","San Diego, CA - The Hill","San Diego","California","CA","Single Family Residential",6,540000,0.005586592,-0.052631579,600500,0.044347826,-0.128447025,569.7674419,-0.201387065,0.12254182,665.343491,-0.125605986,0.164870365,3,-0.25,2,1,0,0,2,-0.333333333,-0.5,2,-0.333333333,-0.333333333,NA,NA,NA,53,26.5,35,0.965465131,-0.030748156,0.013879154,0,-0.25,0,NA,NA,NA,0,0,0,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2015","4/30/2015",90,"neighborhood",1,2559,"f","San Diego, CA - South Park","San Diego","California","CA","All Residential",-1,665000,-0.005979073,0.242990654,685000,0.00073046,0.141666667,459.7315436,0.002439024,0.027635215,458.6129754,0.003620281,-0.081461852,23,0.352941176,0.533333333,10,0.428571429,1,27,0.125,0.588235294,10,0.111111111,0,NA,NA,NA,24,-14,10,0.979023476,0.006560431,-0.009229839,0.217391304,-0.017902813,-0.049275362,NA,NA,NA,0.8,0.228571429,0,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2012","2/28/2013",90,"neighborhood",1,2559,"f","San Diego, CA - South Park","San Diego","California","CA","All Residential",-1,535353.5,-0.081264684,0.494357292,688740,0.036478555,0.383012048,393.0919712,-0.062128803,0.338562658,388.9946434,0.061703296,0.024837429,16,0.230769231,0.142857143,7,0.166666667,6,19,0.357142857,0.9,13,0.625,0.444444444,NA,NA,NA,14,-0.5,-17,0.994702297,0.003137337,0.046541018,0.375,0.067307692,0.232142857,NA,NA,NA,0.714285714,0.214285714,-0.285714286,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2014","6/30/2014",90,"neighborhood",1,118068,"f","San Diego, CA - Marina","San Diego","California","CA","Townhouse",13,622500,0.226600985,0.537037037,724500,0.202489627,0.324497258,486.9109243,0.199614542,0.069633353,566.7962839,0.0742036,0.225633375,6,0.5,1,3,NA,2,4,0,1,2,-0.5,1,NA,NA,NA,55.5,0,31.5,0.945007776,0.012442348,-0.054804932,0,0,-0.333333333,NA,NA,NA,0.666666667,NA,0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2018","4/30/2018",90,"neighborhood",1,557418,"f","San Diego, CA - San Ysdiro North","San Diego","California","CA","All Residential",-1,425000,-0.011627907,0.125827815,429900,-0.01161053,0.048536585,269.6700508,-0.102959624,-0.086185603,259.4339623,-0.036674817,-0.053554548,7,0,0.75,4,NA,0,7,-0.125,-0.125,4,-0.333333333,1,NA,NA,NA,10,0,2.5,0.960320596,-0.003228094,0.011800674,0.142857143,0,-0.107142857,NA,NA,NA,0.25,NA,-0.25,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2012","6/30/2012",90,"neighborhood",1,765991,"f","San Diego, CA - Lomita","San Diego","California","CA","All Residential",-1,237500,0.173129168,0.048565121,239000,0.008438819,0.231958763,188.2637812,-0.014260803,-0.037835985,194.4837341,0,0.164026177,26,0.083333333,0.083333333,5,0,0.25,29,0.074074074,0,15,0.363636364,-0.558823529,NA,NA,NA,23,0,-11,0.997528353,0.014076996,0.00789464,0.307692308,-0.067307692,0.016025641,NA,NA,NA,0.4,0.2,-0.1,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2022","5/31/2022",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","Single Family Residential",6,1570500,0.029836066,0.341734302,1399000,0,0.277625571,812.545681,0.078801546,0.517191937,731.097561,0,0.510067812,6,0,-0.25,3,0,-0.25,11,0.222222222,-0.266666667,3,-0.25,-0.4,NA,NA,NA,6.5,0,-0.5,1.094365524,-0.029906991,-0.040537805,1,0,0.125,NA,NA,NA,0.666666667,-0.333333333,-0.333333333,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2017","10/31/2017",90,"neighborhood",1,37,"f","San Diego, CA - Allied Gardens","San Diego","California","CA","Single Family Residential",6,615000,0.069565217,0.118181818,629450,-0.000793714,0.129260854,425.6455922,-0.027453606,0.108838615,402.7278962,-0.029386385,0.048735268,37,-0.159090909,-0.159090909,8,-0.272727273,-0.2,28,-0.222222222,-0.333333333,11,-0.083333333,-0.576923077,NA,NA,NA,21.5,11,-15.5,0.98585904,-0.005100183,0.007472986,0.216216216,-0.147420147,0.057125307,NA,NA,NA,0.375,-0.079545455,0.075,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2020","12/31/2020",90,"neighborhood",1,112014,"f","San Diego, CA - Grantville","San Diego","California","CA","All Residential",-1,587000,-0.219414894,0.045414069,570500,-0.023952096,0.028020542,429.1797431,-0.129655441,-0.137423473,452.1874891,-0.086623389,0.143901683,4,3,0,1,-0.5,-0.5,6,0.5,0,3,2,-0.4,NA,NA,NA,5,0,-92,0.989311557,0.018988976,-0.006396258,0.25,0.25,0,NA,NA,NA,1,0,1,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2013","6/30/2013",90,"neighborhood",1,115909,"f","San Diego, CA - Teralta East","San Diego","California","CA","All Residential",-1,293250,-0.03852459,0.543421053,180000,0.043780806,0.429138547,191.8893491,0.075704865,0.324718349,202.8508772,-0.022089979,0.369243421,6,-0.333333333,2,3,NA,0,9,0.125,0.125,5,-0.285714286,1.5,NA,NA,NA,70,43,58,1.018521291,0.052056919,0.009430382,0.666666667,0.222222222,0.166666667,NA,NA,NA,0.333333333,NA,0,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2020","5/31/2020",90,"neighborhood",1,761675,"f","San Diego, CA - Bunker Hill-Park West","San Diego","California","CA","Single Family Residential",6,1433000,0.09389313,0.566120219,1572500,0.236242138,0.380597015,429.7803579,-0.178650698,-0.107359061,593.6008229,0.174422799,0.079384353,4,1,-0.2,2,NA,1,4,0,-0.555555556,4,-0.2,-0.5,NA,NA,NA,112,83,73,0.956892922,-0.025452805,-0.005147734,0,0,-0.4,NA,NA,NA,0,NA,0,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2021","7/31/2021",90,"neighborhood",1,113300,"f","San Diego, CA - Skyline","San Diego","California","CA","All Residential",-1,565000,-0.076797386,0.097087379,614500,0.007377049,0.143362173,442.1768707,-0.057671958,0.248285322,405.2223853,0.04450122,0.155537176,17,0,0.7,7,0,2.5,28,0.12,1.333333333,10,0.428571429,1,NA,NA,NA,10,0,-36,1.013207389,-0.007726205,0.006218331,0.588235294,0.058823529,0.188235294,NA,NA,NA,0.428571429,-0.428571429,-0.571428571,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2019","9/30/2019",90,"neighborhood",1,2111,"f","San Diego, CA - Bankers Hill - Park West","San Diego","California","CA","Multi-Family (2-4 Unit)",4,1282500,0.028056112,0.14,NA,NA,NA,415.5229592,0.217649697,0.089827078,NA,NA,NA,2,0,-0.5,NA,NA,NA,NA,NA,NA,1,-0.5,-0.5,NA,NA,NA,63.5,27.5,-34,1.000457579,0.045454545,0.067064989,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2014","8/31/2014",90,"neighborhood",1,557403,"f","San Diego, CA - Beyer Hills","San Diego","California","CA","Single Family Residential",6,392500,-0.076470588,NA,424900,0,NA,239.7115959,0.078420168,NA,222.2280335,0,NA,2,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,44.5,35.5,NA,0.99326836,-0.00696699,NA,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2014","2/28/2015",90,"neighborhood",1,110554,"f","San Diego, CA - Chollas View","San Diego","California","CA","All Residential",-1,226500,0.006666667,-0.333823529,325000,-0.068767908,0.050929669,233.7337337,-0.032724548,NA,306.3172043,0,0.471077794,6,-0.142857143,5,3,NA,0.5,7,0.4,-0.3,4,0,-0.428571429,NA,NA,NA,26.5,0,16.5,0.985441562,0.021035303,0.111405572,0.166666667,0.023809524,0.166666667,NA,NA,NA,0,NA,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2021","7/31/2021",90,"neighborhood",1,519,"f","San Diego, CA - West Clairemont","San Diego","California","CA","All Residential",-1,9e+05,0.01010101,0.184210526,844900,-0.014693878,0.119815189,575.9651308,0.051088059,0.183346541,571.9446117,0.038049504,0.145277309,35,-0.078947368,0.129032258,14,0.272727273,0.166666667,41,0.138888889,0.051282051,10,1,-0.090909091,NA,NA,NA,9,0,-7,1.04115075,0.001820979,0.049654211,0.714285714,0.056390977,0.423963134,NA,NA,NA,0.785714286,-0.032467532,0.035714286,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2020","7/31/2020",90,"neighborhood",1,765055,"f","San Diego, CA - Village","San Diego","California","CA","Townhouse",13,353500,-0.009803922,NA,NA,NA,NA,391.7748918,-0.032085561,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,-45.5,NA,0.98892885,-0.003013357,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2016","6/30/2016",90,"neighborhood",1,112930,"f","San Diego, CA - Mid-City","San Diego","California","CA","Townhouse",13,331000,0.295499022,0.451754386,318975,0,0.172702206,257.6974565,0.024862806,0.135925817,263.1712963,0.014594208,-0.031653201,15,0.071428571,0.153846154,3,-0.7,2,14,-0.222222222,-0.3,3,-0.25,-0.769230769,NA,NA,NA,12,1,-5,1.013150576,0.008006941,0.028870511,0.466666667,-0.033333333,0.082051282,NA,NA,NA,0,-0.7,0,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2020","11/30/2020",90,"neighborhood",1,110715,"f","San Diego, CA - College West","San Diego","California","CA","All Residential",-1,757000,0.009333333,0.316521739,710000,-0.020689655,0,440,0.012758621,0.174474708,443.9681568,-0.00177265,-0.0012239,43,0.048780488,0.72,9,-0.470588235,8,33,-0.23255814,0.736842105,3,-0.625,-0.75,NA,NA,NA,10,-1,-11.5,0.996180576,-0.000269463,-0.000883639,0.418604651,-0.020419739,0.018604651,NA,NA,NA,0.666666667,-0.039215686,0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
